,ID,date,latitude,longitude,type,source,station,aqi,day,year,month,hour,dayofmonth,y_test,error
13628,41294,2016-01-22 03:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,103.0,2016-01-22,2016,1,3,22,133.1496521539542,30.149652153954207
13631,41307,2016-01-22 04:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,65.0,2016-01-22,2016,1,4,22,131.72467961971282,66.72467961971282
13637,41319,2016-01-22 05:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,46.0,2016-01-22,2016,1,5,22,110.41700732341361,64.41700732341361
13645,41335,2016-01-22 06:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,36.0,2016-01-22,2016,1,6,22,77.7958891622095,41.795889162209505
13649,41347,2016-01-22 07:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,30.0,2016-01-22,2016,1,7,22,62.57695131677777,32.57695131677777
13659,41372,2016-01-22 08:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,39.0,2016-01-22,2016,1,8,22,112.47435655326188,73.47435655326188
13664,41377,2016-01-22 09:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,44.0,2016-01-22,2016,1,9,22,101.22920579403588,57.22920579403588
13666,41391,2016-01-22 10:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,58.0,2016-01-22,2016,1,10,22,119.83034543407459,61.83034543407459
13681,41413,2016-01-22 17:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,51.0,2016-01-22,2016,1,17,22,64.70257721322929,13.70257721322929
13684,41417,2016-01-22 18:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,46.0,2016-01-22,2016,1,18,22,82.10886590394743,36.10886590394743
13690,41429,2016-01-22 19:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,83.0,2016-01-22,2016,1,19,22,115.55693826321611,32.55693826321611
13694,41434,2016-01-22 20:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,116.0,2016-01-22,2016,1,20,22,180.69540838343295,64.69540838343295
13698,41443,2016-01-22 21:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,144.0,2016-01-22,2016,1,21,22,180.91898079617016,36.91898079617016
13699,41444,2016-01-22 22:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,171.0,2016-01-22,2016,1,22,22,145.3367279209815,-25.663272079018498
13703,41451,2016-01-22 23:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,201.0,2016-01-22,2016,1,23,22,146.41784949932912,-54.58215050067088
13709,41466,2016-01-23 00:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,182.0,2016-01-23,2016,1,0,23,162.9255705903179,-19.074429409682097
13715,41487,2016-01-23 01:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,172.0,2016-01-23,2016,1,1,23,170.0770013601091,-1.922998639890892
13723,41501,2016-01-23 02:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,165.0,2016-01-23,2016,1,2,23,143.63607449494984,-21.36392550505016
13728,41520,2016-01-23 03:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,158.0,2016-01-23,2016,1,3,23,140.4990137476246,-17.500986252375412
13732,41526,2016-01-23 04:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,155.0,2016-01-23,2016,1,4,23,136.10764085442497,-18.89235914557503
13736,41539,2016-01-23 05:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,134.0,2016-01-23,2016,1,5,23,115.38056449765858,-18.619435502341418
13742,41561,2016-01-23 06:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,117.0,2016-01-23,2016,1,6,23,94.37909584102748,-22.62090415897252
13745,41565,2016-01-23 07:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,128.0,2016-01-23,2016,1,7,23,101.65169684078225,-26.34830315921775
13751,41580,2016-01-23 08:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,116.0,2016-01-23,2016,1,8,23,100.59433774381947,-15.405662256180534
13755,41593,2016-01-23 09:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,127.0,2016-01-23,2016,1,9,23,112.86366251853377,-14.136337481466228
13765,41621,2016-01-23 10:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,154.0,2016-01-23,2016,1,10,23,160.41232938564755,6.412329385647553
13857,41911,2016-01-25 00:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,431.0,2016-01-25,2016,1,0,25,418.7794125744311,-12.220587425568908
13873,41977,2016-01-25 10:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,414.0,2016-01-25,2016,1,10,25,351.2525220497379,-62.74747795026212
13879,41994,2016-01-25 11:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,391.0,2016-01-25,2016,1,11,25,439.7285232842187,48.72852328421868
13885,42007,2016-01-25 12:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,389.0,2016-01-25,2016,1,12,25,370.88039247832705,-18.119607521672947
13887,42017,2016-01-25 13:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,326.0,2016-01-25,2016,1,13,25,372.85156834313983,46.85156834313983
13896,42036,2016-01-25 14:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,262.0,2016-01-25,2016,1,14,25,221.78397664786968,-40.21602335213032
13900,42047,2016-01-25 15:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,222.0,2016-01-25,2016,1,15,25,208.34187521274794,-13.658124787252063
13904,42057,2016-01-25 16:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,186.0,2016-01-25,2016,1,16,25,157.0138446234443,-28.9861553765557
13909,42070,2016-01-25 17:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,180.0,2016-01-25,2016,1,17,25,129.6894500382262,-50.3105499617738
13914,42081,2016-01-25 18:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,197.0,2016-01-25,2016,1,18,25,119.37058739001633,-77.62941260998367
13918,42096,2016-01-25 19:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,227.0,2016-01-25,2016,1,19,25,188.06359339065463,-38.93640660934537
13924,42105,2016-01-25 20:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,252.0,2016-01-25,2016,1,20,25,228.85221922269443,-23.14778077730557
13930,42120,2016-01-25 21:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,261.0,2016-01-25,2016,1,21,25,306.5161549782185,45.51615497821848
13935,42136,2016-01-25 22:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,322.0,2016-01-25,2016,1,22,25,290.1248098057539,-31.875190194246102
13938,42147,2016-01-25 23:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,322.0,2016-01-25,2016,1,23,25,349.0031144032019,27.00311440320189
13946,42164,2016-01-26 00:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,372.0,2016-01-26,2016,1,0,26,365.9526592709134,-6.0473407290866135
13947,42167,2016-01-26 01:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,318.0,2016-01-26,2016,1,1,26,383.14512700488575,65.14512700488575
13956,42190,2016-01-26 02:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,307.0,2016-01-26,2016,1,2,26,402.7873159151637,95.78731591516367
13957,42194,2016-01-26 03:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,315.0,2016-01-26,2016,1,3,26,417.47693882180073,102.47693882180073
13965,42209,2016-01-26 04:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,322.0,2016-01-26,2016,1,4,26,450.0950413040654,128.09504130406538
13971,42230,2016-01-26 05:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,298.0,2016-01-26,2016,1,5,26,414.05772253285846,116.05772253285846
13976,42237,2016-01-26 06:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,262.0,2016-01-26,2016,1,6,26,288.1009485737915,26.100948573791527
13979,42253,2016-01-26 07:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,257.0,2016-01-26,2016,1,7,26,257.9637810438356,0.9637810438355814
13984,42260,2016-01-26 08:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,252.0,2016-01-26,2016,1,8,26,220.25742992621576,-31.742570073784236
13987,42274,2016-01-26 09:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,248.0,2016-01-26,2016,1,9,26,300.5813917703554,52.581391770355424
13996,42294,2016-01-26 10:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,226.0,2016-01-26,2016,1,10,26,327.31014064423243,101.31014064423243
14001,42308,2016-01-26 11:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,218.0,2016-01-26,2016,1,11,26,356.0867586102614,138.08675861026143
14005,42319,2016-01-26 12:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,184.0,2016-01-26,2016,1,12,26,344.16886850847357,160.16886850847357
14011,42334,2016-01-26 13:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,172.0,2016-01-26,2016,1,13,26,292.65514825350726,120.65514825350726
14016,42347,2016-01-26 14:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,146.0,2016-01-26,2016,1,14,26,270.1141799345823,124.1141799345823
14019,42351,2016-01-26 15:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,137.0,2016-01-26,2016,1,15,26,192.06050933781907,55.06050933781907
14023,42363,2016-01-26 16:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,123.0,2016-01-26,2016,1,16,26,154.18444603363915,31.184446033639148
14031,42386,2016-01-26 17:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,106.0,2016-01-26,2016,1,17,26,120.89374745841178,14.89374745841178
14036,42398,2016-01-26 18:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,114.0,2016-01-26,2016,1,18,26,124.30079954053085,10.300799540530846
14037,42400,2016-01-26 19:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,134.0,2016-01-26,2016,1,19,26,152.71014334075892,18.71014334075892
14043,42414,2016-01-26 20:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,166.0,2016-01-26,2016,1,20,26,185.83148998646303,19.831489986463026
14048,42435,2016-01-26 21:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,196.0,2016-01-26,2016,1,21,26,209.6694524033183,13.669452403318303
14053,42440,2016-01-26 22:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,190.0,2016-01-26,2016,1,22,26,224.09277604017302,34.09277604017302
14059,42456,2016-01-26 23:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,219.0,2016-01-26,2016,1,23,26,244.43986875557238,25.439868755572377
14064,42469,2016-01-27 00:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,257.0,2016-01-27,2016,1,0,27,316.80113393223075,59.801133932230755
14069,42487,2016-01-27 01:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,282.0,2016-01-27,2016,1,1,27,300.81058364202806,18.810583642028064
14075,42495,2016-01-27 02:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,303.0,2016-01-27,2016,1,2,27,358.1335560640166,55.1335560640166
14080,42510,2016-01-27 03:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,316.0,2016-01-27,2016,1,3,27,340.09557821603596,24.09557821603596
14083,42518,2016-01-27 04:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,343.0,2016-01-27,2016,1,4,27,343.49626367708595,0.496263677085949
14091,42542,2016-01-27 05:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,345.0,2016-01-27,2016,1,5,27,307.14943790768956,-37.85056209231044
14093,42546,2016-01-27 06:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,354.0,2016-01-27,2016,1,6,27,217.85275891152025,-136.14724108847975
14099,42560,2016-01-27 07:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,368.0,2016-01-27,2016,1,7,27,202.15346498132732,-165.84653501867268
14106,42575,2016-01-27 08:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,351.0,2016-01-27,2016,1,8,27,211.6158223280101,-139.3841776719899
14108,42590,2016-01-27 09:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,413.0,2016-01-27,2016,1,9,27,322.17631638562807,-90.82368361437193
14113,42599,2016-01-27 10:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,444.0,2016-01-27,2016,1,10,27,340.27730379040935,-103.72269620959065
14119,42613,2016-01-27 11:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,493.0,2016-01-27,2016,1,11,27,454.9057703181999,-38.09422968180007
14125,42625,2016-01-27 12:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,457.0,2016-01-27,2016,1,12,27,442.6173753756286,-14.382624624371374
14130,42645,2016-01-27 13:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,396.0,2016-01-27,2016,1,13,27,304.20924845539696,-91.79075154460304
14137,42661,2016-01-27 14:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,338.0,2016-01-27,2016,1,14,27,240.80284698296336,-97.19715301703664
14138,42663,2016-01-27 15:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,285.0,2016-01-27,2016,1,15,27,199.90585743722318,-85.09414256277682
14145,42678,2016-01-27 16:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,235.0,2016-01-27,2016,1,16,27,165.22556843497964,-69.77443156502036
14149,42688,2016-01-27 17:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,196.0,2016-01-27,2016,1,17,27,136.475676296564,-59.52432370343601
14153,42703,2016-01-27 18:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,190.0,2016-01-27,2016,1,18,27,122.79155598706613,-67.20844401293387
14158,42711,2016-01-27 19:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,177.0,2016-01-27,2016,1,19,27,175.34842198842065,-1.6515780115793461
14163,42723,2016-01-27 20:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,186.0,2016-01-27,2016,1,20,27,204.5822865510485,18.582286551048497
14169,42738,2016-01-27 21:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,200.0,2016-01-27,2016,1,21,27,295.82015746985445,95.82015746985445
14173,42749,2016-01-27 22:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,243.0,2016-01-27,2016,1,22,27,308.20607946717865,65.20607946717865
14177,42758,2016-01-27 23:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,286.0,2016-01-27,2016,1,23,27,325.87260827624436,39.872608276244364
14180,42767,2016-01-28 00:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,306.0,2016-01-28,2016,1,0,28,325.0784122163486,19.078412216348624
14189,42789,2016-01-28 01:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,357.0,2016-01-28,2016,1,1,28,303.7080381091629,-53.291961890837115
14192,42794,2016-01-28 02:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,358.0,2016-01-28,2016,1,2,28,302.88163240155444,-55.11836759844556
14198,42811,2016-01-28 03:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,362.0,2016-01-28,2016,1,3,28,354.8653888180724,-7.134611181927596
14201,42818,2016-01-28 04:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,339.0,2016-01-28,2016,1,4,28,356.60145895096224,17.60145895096224
14205,42828,2016-01-28 05:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,335.0,2016-01-28,2016,1,5,28,408.1184496266744,73.11844962667442
14212,42844,2016-01-28 06:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,310.0,2016-01-28,2016,1,6,28,305.83124108034474,-4.168758919655261
14217,42857,2016-01-28 07:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,305.0,2016-01-28,2016,1,7,28,269.0743049108497,-35.92569508915028
14223,42874,2016-01-28 08:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,291.0,2016-01-28,2016,1,8,28,269.7315065795584,-21.268493420441587
14227,42889,2016-01-28 09:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,311.0,2016-01-28,2016,1,9,28,284.1522630019684,-26.84773699803162
14231,42898,2016-01-28 10:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,382.0,2016-01-28,2016,1,10,28,283.3008223949667,-98.6991776050333
14238,42911,2016-01-28 11:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,416.0,2016-01-28,2016,1,11,28,353.3963205656173,-62.603679434382684
14242,42926,2016-01-28 12:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,405.0,2016-01-28,2016,1,12,28,309.75996383693865,-95.24003616306135
14247,42935,2016-01-28 13:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,394.0,2016-01-28,2016,1,13,28,318.7789793801022,-75.22102061989779
14251,42950,2016-01-28 14:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,425.0,2016-01-28,2016,1,14,28,274.33562725645555,-150.66437274354445
14256,42960,2016-01-28 15:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,397.0,2016-01-28,2016,1,15,28,221.02036500300838,-175.97963499699162
14260,42978,2016-01-28 16:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,358.0,2016-01-28,2016,1,16,28,179.94330891927024,-178.05669108072976
14267,42992,2016-01-28 17:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,236.0,2016-01-28,2016,1,17,28,138.39854963077124,-97.60145036922876
14268,42995,2016-01-28 18:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,214.0,2016-01-28,2016,1,18,28,139.57601283972133,-74.42398716027867
14275,43012,2016-01-28 19:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,221.0,2016-01-28,2016,1,19,28,170.14279985660824,-50.857200143391765
14280,43024,2016-01-28 20:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,236.0,2016-01-28,2016,1,20,28,207.16471698101736,-28.835283018982636
14286,43043,2016-01-28 21:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,284.0,2016-01-28,2016,1,21,28,244.08233264801993,-39.91766735198007
14289,43055,2016-01-28 22:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,307.0,2016-01-28,2016,1,22,28,268.3320842167846,-38.66791578321539
14295,43062,2016-01-28 23:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,365.0,2016-01-28,2016,1,23,28,309.9834896852891,-55.0165103147109
14301,43083,2016-01-29 00:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,379.0,2016-01-29,2016,1,0,29,317.44228327817365,-61.55771672182635
14305,43090,2016-01-29 01:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,415.0,2016-01-29,2016,1,1,29,336.77448532843897,-78.22551467156103
14311,43104,2016-01-29 02:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,411.0,2016-01-29,2016,1,2,29,318.76485115730037,-92.23514884269963
14317,43123,2016-01-29 03:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,369.0,2016-01-29,2016,1,3,29,352.25639031214837,-16.74360968785163
14321,43134,2016-01-29 04:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,371.0,2016-01-29,2016,1,4,29,397.62670521505544,26.626705215055438
14324,43139,2016-01-29 05:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,359.0,2016-01-29,2016,1,5,29,369.5332388456415,10.533238845641506
14328,43157,2016-01-29 06:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,346.0,2016-01-29,2016,1,6,29,301.1169852552618,-44.883014744738205
14333,43171,2016-01-29 07:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,289.0,2016-01-29,2016,1,7,29,265.61560361657257,-23.38439638342743
14337,43183,2016-01-29 08:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,329.0,2016-01-29,2016,1,8,29,270.22824228637995,-58.77175771362005
14340,43187,2016-01-29 09:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,438.0,2016-01-29,2016,1,9,29,353.1261581341274,-84.87384186587258
14344,43199,2016-01-29 10:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,453.0,2016-01-29,2016,1,10,29,421.61492213015663,-31.38507786984337
14347,43210,2016-01-29 11:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,443.0,2016-01-29,2016,1,11,29,490.1286271731034,47.12862717310338
14350,43221,2016-01-29 12:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,372.0,2016-01-29,2016,1,12,29,513.4014463659278,141.40144636592777
14356,43236,2016-01-29 13:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,282.0,2016-01-29,2016,1,13,29,380.3577013378785,98.3577013378785
14360,43248,2016-01-29 14:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,244.0,2016-01-29,2016,1,14,29,350.27170688651995,106.27170688651995
